parameterization_id,iteration_number,sim_id,likelihood,ART Link Max,ART Link Mid,All: Infmrl Condoms Late,All: LOW Risk,All: Trns Condoms Late,Base Infectivity,Circumcision Reduced Acquire,Infmrl Condoms Late,Infmrl Form Rate,Infrml Condom Mid,Infrml Condom Rate,Infrml Dur Het,Male To Female Old,Male To Female Young,Max Infmrl F LOW,Max Infmrl F MED,Max Infmrl M LOW,Max Infmrl M MED,Max Mrtl F ME,Max Mrtl M ME,Max Trns F LOW,Max Trns F MED,Max Trns M LOW,Max Trns M MED,Mrtl Condom Max,Mrtl Condom Mid,Mrtl Condom Rate,Mrtl Form Rate,Pr Ex Infmrl Fem LOW,Pr Ex Infmrl Fem MED,Pr Ex Infmrl Male LOW,Pr Ex Infmrl Male MED,Pr Ex Trns Fem LOW,Pr Ex Trns Fem MED,Pr Ex Trns Male LOW,Pr Ex Trns Male MED,PreART Link Max,PreART Link Mid,PreART Link Min,Risk Assortivity,SeedYr HIGH,Sexual Debut Age Female Weibull Heterogeneity,Sexual Debut Age Female Weibull Scale,Sexual Debut Age Male Weibull Heterogeneity,Sexual Debut Age Male Weibull Scale,Trns Condom Late,Trns Condom Mid,Trns Condom Rate,Trns Form Rate,run_number
0,36,103e170a-d503-e911-a2bd-c4346bcb1555,95.86245366,1,2005.842625,0.627329462,0.934742856,0.199770867,0.001413433,0.6,0.371252236,0.000838737,1997.782565,2.058364105,0.685301858,2.420192068,2.544127,1.659348472,0.903841413,1.747477648,0.789072715,1.195008673,0.926020588,1.518093954,3.056766514,1.456898902,3.167605158,0.184096421,1995.019991,3.65932404,0.000105146,0.082265683,0.393161806,0.424575101,0.390559139,0.061257342,0.562794907,0.170723899,0.576596651,0.914732043,1997.631852,0.619985371,0.499827217,1991,0.06604952,16.41491839,0.060356739,16.23045005,0.604057355,2005.781847,1.845960027,0.001347908,57782
1,33,0732b60c-d002-e911-a2bd-c4346bcb1555,95.84480685,1,2006.03644,0.647755692,0.932835554,0.207255696,0.001509659,0.6,0.374656243,0.000802966,1997.940951,2.01715096,0.681916915,2.217496321,2.899857163,1.680390829,0.887963687,1.774940288,0.777226259,1.263137332,0.957095993,1.518657125,3.080570169,1.435305504,3.01549878,0.191145588,1995.251746,3.664119383,0.000108344,0.075263525,0.413318151,0.414424915,0.376999401,0.070334141,0.573543642,0.165664322,0.591747699,0.866164054,1998.282481,0.629759303,0.502562867,1991,0.062628879,16.48810159,0.044445908,16.59185276,0.605674416,2006.083812,2.00506268,0.001399348,52520
2,40,2c8adc86-2604-e911-a2bd-c4346bcb1555,95.84247642,0.997263328,2006.156478,0.621621741,0.908182167,0.167066427,0.001453586,0.6,0.35970935,0.000754356,1997.054077,2.064031183,0.707149762,2.239677711,2.349713793,1.624426666,0.884607411,1.758522729,0.689320717,1.124733688,0.933927049,1.505036191,3.155486504,1.516781704,3.106775659,0.19376476,1994.001606,3.614948302,0.000108402,0.068070332,0.397612785,0.463718183,0.394526052,0.063547868,0.627414222,0.15213949,0.587114037,0.975577426,1997.003,0.62042598,0.400532275,1991,0.06710128,16.70444183,0.024802389,16.32071449,0.623151,2006.875862,1.838748977,0.001253501,4153
3,29,7211a147-46fd-e811-a2bd-c4346bcb1555,95.83915553,1,2005.886326,0.586184687,0.935651482,0.231285645,0.001468256,0.6,0.364299211,0.000971731,1999.535374,1.865013803,0.677969489,2.307667529,3.763543723,1.717316102,0.893085901,1.687900728,0.672233009,1.266236306,0.917971926,1.460244313,3.183365518,1.531957909,2.6535269,0.237996903,1995.360296,3.482127591,0.000110921,0.030562477,0.376971306,0.474794862,0.383501617,0.100949861,0.572146243,0.198320774,0.57500538,0.838890766,1999.143318,0.614828932,0.473078756,1991,0.054184633,16.19003661,0.044746403,16.76720591,0.569332668,2006.834815,1.820890239,0.001253158,55812
4,36,78dffee0-d503-e911-a2bd-c4346bcb1555,95.83715251,1,2005.856994,0.61722664,0.950555651,0.200338054,0.001599359,0.6,0.355264871,0.000820921,1997.867253,1.965054702,0.676425954,2.539713596,2.132342591,1.607712492,0.852290193,1.759463136,0.823491954,1.227813148,0.905247986,1.520979476,3.013322533,1.489628905,3.19039222,0.176773716,1995.664892,3.740656327,0.000102028,0.09636921,0.38101649,0.451014906,0.369863809,0.061054252,0.547244951,0.179874973,0.587710213,0.942920041,1997.762956,0.573219518,0.512748802,1991,0.054779523,16.3253501,0.076263767,16.06627126,0.595493419,2004.997001,1.792661268,0.001404842,31619
5,33,4200be58-cf02-e911-a2bd-c4346bcb1555,95.8362252,1,2005.962924,0.67560627,0.933393716,0.209155385,0.001482018,0.6,0.393063963,0.000936093,1998.766329,1.956084432,0.699214085,2.156436981,3.071561182,1.762191964,0.915211694,1.735800116,0.702697112,1.231205279,0.986453719,1.472555248,2.899307166,1.490646076,2.894805587,0.208488091,1994.948383,3.664281425,0.000115332,0.09422726,0.381617884,0.435597897,0.364743633,0.082780715,0.584749634,0.162720479,0.592725865,0.86193274,1999.151344,0.591337141,0.485236895,1991,0.073863474,16.46612142,0.054450177,16.42809375,0.622655478,2006.809295,1.947085523,0.001339796,36493
6,35,9b2d027b-6f03-e911-a2bd-c4346bcb1555,95.83596397,1,2005.842625,0.627329462,0.934742856,0.199770867,0.001413433,0.6,0.371252236,0.000838737,1997.782565,2.058364105,0.685301858,2.420192068,2.544127,1.659348472,0.903841413,1.747477648,0.789072715,1.195008673,0.926020588,1.518093954,3.056766514,1.456898902,3.167605158,0.184096421,1995.019991,3.65932404,0.000105146,0.082265683,0.393161806,0.424575101,0.390559139,0.061257342,0.562794907,0.170723899,0.576596651,0.914732043,1997.631852,0.619985371,0.499827217,1991,0.06604952,16.41491839,0.060356739,16.23045005,0.604057355,2005.781847,1.845960027,0.001347908,42994
7,34,d9739fcc-0b03-e911-a2bd-c4346bcb1555,95.83514889,1,2006.03644,0.647755692,0.932835554,0.207255696,0.001509659,0.6,0.374656243,0.000802966,1997.940951,2.01715096,0.681916915,2.217496321,2.899857163,1.680390829,0.887963687,1.774940288,0.777226259,1.263137332,0.957095993,1.518657125,3.080570169,1.435305504,3.01549878,0.191145588,1995.251746,3.664119383,0.000108344,0.075263525,0.413318151,0.414424915,0.376999401,0.070334141,0.573543642,0.165664322,0.591747699,0.866164054,1998.282481,0.629759303,0.502562867,1991,0.062628879,16.48810159,0.044445908,16.59185276,0.605674416,2006.083812,2.00506268,0.001399348,26102
8,31,7d62629c-f801-e911-a2bd-c4346bcb1555,95.83427986,1,2006.162353,0.611378073,0.931649912,0.215617706,0.001465151,0.6,0.409181091,0.000907367,1998.854428,1.84750568,0.68642814,2.162912858,3.545717934,1.762242149,0.903770894,1.725685788,0.734760359,1.300534084,0.9,1.486478711,3.128285853,1.496537206,2.897430118,0.213881318,1994.386526,3.706466713,0.00011438,0.072609752,0.391025509,0.440962799,0.379856335,0.082155273,0.580653439,0.199528293,0.596793045,0.833956606,1998.635438,0.607508349,0.43627897,1991,0.059877817,16.40730516,0.04930155,16.38477621,0.603026124,2006.805957,1.909152643,0.001302801,14787
9,38,f91e5e16-fa03-e911-a2bd-c4346bcb1555,95.83366467,1,2006.337225,0.650450577,0.915519791,0.194913246,0.0013932,0.6,0.365442222,0.000628992,1997.08189,2.029843617,0.651002428,2.403670335,2.621983492,1.593356915,0.89151302,1.755557526,0.768484692,1.202381123,0.925684145,1.519677697,3.081263796,1.479067017,3.05998761,0.191957849,1994.417693,3.645896269,0.000108533,0.056353156,0.37081791,0.461788944,0.38212874,0.06092597,0.566922135,0.159922843,0.589347024,0.923120668,1997.110466,0.662247914,0.43156582,1991,0.07248855,16.31281361,0.040734753,16.17220664,0.618077476,2006.996652,1.888659223,0.001254921,63291
10,49,28c02f90-8c0e-e911-a2bd-c4346bcb1555,95.83179198,1,2005.919593,0.58288218,0.941436697,0.129367456,0.001349307,0.6,0.305340606,0.000985835,1998.209219,2.456053906,0.671435278,2.652565493,3.08621053,1.599443712,0.941739044,1.668619913,0.737916075,1.124126725,0.952920497,1.512648309,3.172035569,1.565370942,2.98966125,0.196415736,1993.862812,3.470693113,0.000103699,0.132977088,0.40954332,0.552652644,0.368418422,0.057527355,0.645308853,0.094752476,0.68551491,0.960126411,1998.40532,0.649103485,0.45333922,1991,0.033135754,16.72199227,0.018165283,16.31942145,0.676034567,2007.314487,1.973596485,0.001448395,29051
11,35,25eddbb5-7103-e911-a2bd-c4346bcb1555,95.83173156,1,2005.978109,0.673857374,0.947045863,0.191788001,0.001535833,0.6,0.356669332,0.000816141,1997.094279,2.093906394,0.723180561,2.445940246,2.952726982,1.664661513,0.860412257,1.8175797,0.803809076,1.269139531,0.933765955,1.514766914,3.1026948,1.424100536,2.98003068,0.187645444,1995.702598,3.576781549,0.000113995,0.089909668,0.422404193,0.416196143,0.376349062,0.065821634,0.598349066,0.162850011,0.620815607,0.840895841,1997.949071,0.597797319,0.535222694,1991,0.075752782,16.50197337,0.057469803,16.50475201,0.633280836,2006.085598,2.189001696,0.001507505,24342
12,49,2a839fd5-8e0e-e911-a2bd-c4346bcb1555,95.83119487,1,2005.94484,0.554728587,0.952131782,0.147087976,0.001587329,0.6,0.351105453,0.000826361,1997.374503,2.256257477,0.708737741,2.617779868,3.098019243,1.632783528,0.874820556,1.614913064,0.749212144,1.150566083,1.032317741,1.520937612,3.251776636,1.584719327,2.910604924,0.185763427,1993.178255,3.490203614,0.000101614,0.155693138,0.382104757,0.523921519,0.389062356,0.060143725,0.643628056,0.076247966,0.718932691,0.999026174,1997.67679,0.689755833,0.494265439,1991,0.039530272,16.89992761,0.041909635,16.40255416,0.673949373,2007.086475,1.594735204,0.001408428,24574
13,28,254ebfab-38fd-e811-a2bd-c4346bcb1555,95.83068041,1,2005.850757,0.591213356,0.934847218,0.24132459,0.001511257,0.6,0.373554231,0.001044621,1999.026593,1.881978218,0.694309606,2.253314843,3.92132043,1.745654276,0.95358294,1.707756868,0.653238424,1.252679015,0.913913181,1.4287534,3.101499297,1.536315107,2.628546516,0.254555354,1995.742955,3.587738833,0.000114579,0.020799351,0.393464795,0.480134317,0.402632816,0.096399876,0.54515813,0.199626837,0.579506112,0.843049888,1999.190948,0.638893823,0.472386131,1991,0.047237417,16.27422467,0.041248242,16.87155415,0.572734846,2007.110203,1.880935651,0.001301409,2216
14,49,23634ff2-8d0e-e911-a2bd-c4346bcb1555,95.83034434,0.96309216,2005.86167,0.596691024,0.945190361,0.103495565,0.001591027,0.6,0.321059063,0.000896573,1997.317717,2.253776623,0.697181851,2.772220102,3.23449888,1.65063675,0.853127853,1.638890022,0.756888111,1.127552338,0.95982357,1.590760521,3.18422684,1.536619697,2.905298298,0.185321745,1993.880313,3.644209892,0.000105579,0.123653552,0.380705076,0.543367117,0.39754563,0.064994249,0.629018823,0.087773609,0.680356887,0.977185988,1998.063263,0.656848685,0.462095132,1991,0.037264488,16.72283,0.039065092,16.48001497,0.682025472,2007.763365,1.997027114,0.001462562,34467
15,33,b401c75d-cd02-e911-a2bd-c4346bcb1555,95.83032452,1,2006.080061,0.645451516,0.923666967,0.206878378,0.001437695,0.6,0.429360222,0.000884607,1997.892251,1.825046136,0.747955896,2.049832228,3.217219032,1.759540247,0.88191014,1.731902514,0.677320787,1.287626052,0.944792231,1.45027907,3.002732205,1.524034339,3.066768826,0.205927561,1994.679201,3.873583141,0.000125809,0.071449364,0.369066289,0.418750441,0.356422736,0.072955098,0.58764913,0.169849665,0.55262023,0.881003994,1998.616642,0.583598205,0.46118644,1991,0.077513446,16.35184904,0.053413377,16.42828275,0.601807104,2006.190808,1.980997677,0.001383913,33840
16,36,6813b573-d603-e911-a2bd-c4346bcb1555,95.83022989,1,2006.063715,0.591803568,0.931325233,0.198408116,0.001522903,0.6,0.359532024,0.000843636,1998.077335,1.969115626,0.695943663,2.451909834,2.415551316,1.704089828,0.959191609,1.719414075,0.727721441,1.210966029,0.9,1.524641633,3.095159323,1.417713182,3.223377332,0.183933084,1995.223638,3.708875831,0.000104207,0.075753055,0.414888026,0.413371984,0.407387886,0.041955132,0.553048689,0.157730701,0.61364644,0.970876889,1997.803033,0.584045785,0.499255685,1991,0.0758993,16.42981446,0.056972184,16.40251489,0.612836105,2005.659,1.935977135,0.001292335,24597
17,37,f4cdd1f6-e703-e911-a2bd-c4346bcb1555,95.82918348,1,2006.357588,0.637696492,0.92373681,0.216490461,0.001444019,0.6,0.373572417,0.000761072,1997.168452,2.08923932,0.668734223,2.348302718,2.728432523,1.657435113,0.880705937,1.733527327,0.769428763,1.236368207,0.927337526,1.502602912,3.13075974,1.439239887,3.125790147,0.200923623,1994.653742,3.589254513,0.000104438,0.06015501,0.400850916,0.432157706,0.390525161,0.065281466,0.564506133,0.156121295,0.576203071,0.924288219,1997.63741,0.659028861,0.486568804,1991,0.067640475,16.29808445,0.059256085,16.15914226,0.598707194,2006.103299,1.771519575,0.001244551,23551
18,30,b95f61e3-8efd-e811-a2bd-c4346bcb1555,95.82914779,1,2005.99836,0.578132343,0.940026042,0.237191499,0.001496005,0.6,0.405598519,0.000927448,1999.689095,1.889248001,0.70733436,2.250979191,3.708348475,1.725318727,0.88703095,1.71568203,0.66759272,1.296859961,0.909139516,1.483618955,3.154005844,1.472128872,2.726848588,0.223343368,1994.71356,3.615820439,0.000114202,0.072415799,0.390465253,0.465490859,0.366391893,0.08861393,0.594093973,0.19858582,0.576817627,0.836886958,1998.911011,0.592194553,0.479105141,1991,0.059170149,16.29985666,0.04780051,16.66113709,0.566643498,2006.620302,1.929981061,0.0012341,55369
19,43,caaca14d-8c0a-e911-a2bd-c4346bcb1555,95.82713783,1,2006.092664,0.602732322,0.941233564,0.142210092,0.001506979,0.6,0.366076579,0.000860594,1999.010573,2.350585475,0.723690413,2.532316889,2.952071426,1.608276443,0.976785279,1.695299276,0.785134213,1.126951351,0.932536373,1.464447608,3.037722165,1.503121991,3.098168561,0.172754825,1993.95042,3.460292123,0.000110788,0.101064462,0.379819515,0.516961885,0.369347561,0.049273505,0.635477664,0.118646658,0.622768255,0.959137716,1997.845346,0.652438646,0.398723091,1991,0.064474147,16.65118208,0.042956794,16.22559763,0.66828281,2007.82946,2.029383614,0.001398211,16970
20,29,9dd226cb-44fd-e811-a2bd-c4346bcb1555,95.82605965,1,2005.850757,0.591213356,0.934847218,0.24132459,0.001511257,0.6,0.373554231,0.001044621,1999.026593,1.881978218,0.694309606,2.253314843,3.92132043,1.745654276,0.95358294,1.707756868,0.653238424,1.252679015,0.913913181,1.4287534,3.101499297,1.536315107,2.628546516,0.254555354,1995.742955,3.587738833,0.000114579,0.020799351,0.393464795,0.480134317,0.402632816,0.096399876,0.54515813,0.199626837,0.579506112,0.843049888,1999.190948,0.638893823,0.472386131,1991,0.047237417,16.27422467,0.041248242,16.87155415,0.572734846,2007.110203,1.880935651,0.001301409,38913
21,28,d77486d6-35fd-e811-a2bd-c4346bcb1555,95.82576908,0.997591682,2005.847287,0.539181059,0.927343116,0.248528208,0.001468748,0.6,0.371634456,0.00106488,1999.594241,1.819911687,0.655756587,2.345769184,4.010387894,1.792206018,1.059683443,1.687702145,0.642082117,1.230423737,0.913382806,1.392554285,3.166200325,1.541261057,2.432980175,0.268515356,1995.39919,3.99351726,0.000102372,0.0348168,0.402884532,0.476922584,0.41988264,0.100055358,0.540546064,0.21447629,0.581937664,0.821878598,2000.737054,0.683876432,0.478967213,1991,0.056918751,15.95500869,0.025145254,17.03494179,0.581478409,2007.004225,1.878045984,0.001154531,24292
22,29,f64231ab-46fd-e811-a2bd-c4346bcb1555,95.82440936,0.998903155,2005.655532,0.613915634,0.936699302,0.279900585,0.001573049,0.6,0.328329646,0.001076154,1998.515256,1.816766729,0.661587251,2.22462279,3.938871268,1.768544754,0.928462368,1.697418062,0.654310441,1.207508693,0.941284101,1.410957309,3.054832134,1.558009342,2.525199018,0.255494456,1996.047959,3.639496597,0.000118931,0.004952718,0.391715885,0.472014352,0.40176454,0.085514969,0.565432753,0.215604959,0.567510983,0.823780284,1999.626365,0.568449985,0.459683482,1991,0.05004693,16.52741666,0.041019712,16.89934468,0.557153078,2007.267557,1.821148973,0.001267961,41612
23,32,c11166b1-0a02-e911-a2bd-c4346bcb1555,95.82393904,1,2006.178349,0.615389741,0.927437145,0.227878906,0.001486207,0.6,0.415487677,0.000870738,1998.254962,1.844681869,0.711589136,2.168875666,3.245806371,1.737520841,0.902433924,1.724366784,0.733974822,1.271809501,0.9313827,1.475196915,2.998502229,1.488892047,3.010095109,0.21057666,1995.133516,3.777559631,0.000112164,0.085210453,0.383885295,0.444061947,0.360810327,0.074513284,0.594562536,0.177164822,0.581261312,0.833252955,1998.765093,0.6232072,0.487541135,1991,0.068768739,16.4965118,0.055757264,16.50237496,0.617108036,2005.934192,1.978521294,0.001377914,15867
24,35,dc1e98ae-7103-e911-a2bd-c4346bcb1555,95.82388984,1,2005.73877,0.649096651,0.936753122,0.180160448,0.00147407,0.6,0.418672383,0.000872769,1997.454109,1.89184027,0.712614622,2.116884752,3.057453463,1.67229752,0.873634797,1.775460613,0.733504748,1.30150714,0.991421695,1.500482816,3.132447931,1.41592262,3.144358588,0.185183447,1995.053895,3.540841799,0.00011054,0.055637048,0.404469562,0.439429714,0.360339037,0.08108675,0.570917857,0.148309379,0.57543094,0.906088125,1998.62159,0.631614273,0.492046969,1991,0.052098457,16.51894531,0.042887638,16.8949957,0.590103642,2005.270261,2.005977208,0.001477106,3251
25,34,398f3bf7-1203-e911-a2bd-c4346bcb1555,95.82358883,0.988487252,2006.20234,0.666321745,0.931745056,0.247663432,0.001470743,0.6,0.392560817,0.000762405,1998.302641,2.044215969,0.670359122,2.305144266,3.076034976,1.723959581,0.837113473,1.758005748,0.836938479,1.196318366,0.975791164,1.539632981,3.164709439,1.478593265,3.033521514,0.183241556,1994.947005,3.696536702,0.000115317,0.086582301,0.394766259,0.42030308,0.386675119,0.075783562,0.575303734,0.163390204,0.59135223,0.861575076,1997.803989,0.686374905,0.521086666,1991,0.067028771,16.51167246,0.038858893,16.62751732,0.592411143,2006.26668,2.052377916,0.001374338,33334
26,39,93304bbe-0904-e911-a2bd-c4346bcb1555,95.82249177,1,2006.193042,0.601642178,0.915891447,0.176909187,0.001407352,0.6,0.369498688,0.000604878,1997.122358,2.090184264,0.656293745,2.312928313,2.671417226,1.586046749,0.8952056,1.806984745,0.710874577,1.166754548,0.915498072,1.543134114,3.112581377,1.518518038,3.043129534,0.187256436,1994.544909,3.601216906,0.000106993,0.054886516,0.390727673,0.474738617,0.384600741,0.057197787,0.599314389,0.134765432,0.56305172,0.91849762,1996.747169,0.649174515,0.419797673,1991,0.073003259,16.45223328,0.035014286,16.46609134,0.637303952,2007.142747,1.733262698,0.001240615,27650
27,30,1144703d-8cfd-e811-a2bd-c4346bcb1555,95.82183699,0.985344032,2006.080721,0.568213006,0.939671459,0.208331261,0.001579083,0.6,0.377076117,0.000889133,1999.352378,1.90567227,0.701258869,2.316752788,3.25015479,1.709221072,0.97226367,1.662822402,0.674629348,1.280952681,0.90400146,1.488898882,3.184358165,1.511607685,2.770064129,0.247342829,1994.84832,3.470264868,0.000115448,0.039873939,0.383496998,0.495179716,0.360014244,0.108035608,0.55018411,0.202419729,0.601996419,0.859886629,1998.943259,0.554788587,0.449296089,1991,0.050841606,16.01143266,0.034530106,16.67140332,0.59930058,2006.235981,1.797220265,0.001328236,56071
28,31,592b3b25-fa01-e911-a2bd-c4346bcb1555,95.82130158,1,2006.060865,0.545841034,0.919925513,0.247058442,0.001238921,0.6,0.386936481,0.000934531,1998.985528,1.815081584,0.700368565,2.361733495,3.679129943,1.711359913,0.981209929,1.706512037,0.60942118,1.293334312,0.928092443,1.5129343,3.19586482,1.475758891,2.548510121,0.234692758,1995.07791,3.40758268,0.000113823,0.068331619,0.406503842,0.468776837,0.371561886,0.085936809,0.618555302,0.210947018,0.582604153,0.818720364,1998.306877,0.603156571,0.497448256,1991,0.058279943,16.31485676,0.036575979,16.66698742,0.586550808,2006.458105,1.862476999,0.001231916,42141
29,47,960b3f30-650e-e911-a2bd-c4346bcb1555,95.81962002,0.987439044,2005.95227,0.599649686,0.948168431,0.142640092,0.001545206,0.6,0.325530949,0.000877303,1997.812939,2.27692964,0.700727615,2.635625932,3.097663262,1.603256291,0.941847995,1.672881405,0.744089925,1.103717079,1.000497699,1.527955597,3.189921621,1.539405064,2.922342896,0.188482074,1993.316872,3.48682721,0.000104534,0.132749865,0.385260732,0.534808347,0.379667458,0.056717296,0.654523632,0.078333936,0.689920436,0.970242992,1998.367201,0.648390752,0.455804846,1991,0.037757755,16.76137554,0.032369403,16.32001228,0.660615719,2007.206837,1.936288261,0.001410286,16047
30,46,56018807-5a0c-e911-a2bd-c4346bcb1555,95.81935233,0.987439044,2005.95227,0.599649686,0.948168431,0.142640092,0.001545206,0.6,0.325530949,0.000877303,1997.812939,2.27692964,0.700727615,2.635625932,3.097663262,1.603256291,0.941847995,1.672881405,0.744089925,1.103717079,1.000497699,1.527955597,3.189921621,1.539405064,2.922342896,0.188482074,1993.316872,3.48682721,0.000104534,0.132749865,0.385260732,0.534808347,0.379667458,0.056717296,0.654523632,0.078333936,0.689920436,0.970242992,1998.367201,0.648390752,0.455804846,1991,0.037757755,16.76137554,0.032369403,16.32001228,0.660615719,2007.206837,1.936288261,0.001410286,14160
31,34,a25f1ce7-0b03-e911-a2bd-c4346bcb1555,95.81840373,1,2005.706139,0.627459827,0.934888953,0.232824339,0.001519983,0.6,0.382658049,0.000997817,1997.368992,2.040568324,0.64635825,2.244225196,2.817911659,1.685811004,0.893524364,1.761934552,0.797631671,1.243703497,0.971194773,1.535120757,3.071997496,1.491317877,3.149648403,0.195690708,1995.377749,3.81489955,0.000109539,0.071071543,0.410570511,0.432847102,0.389242203,0.065768482,0.573208661,0.159704353,0.55372315,0.886443556,1997.781752,0.603404653,0.54455376,1991,0.061096431,16.54274417,0.04110419,16.48915281,0.57841441,2005.458863,1.988795553,0.001394955,56157
