parameterization_id,iteration_number,sim_id,likelihood,ART Link Max,ART Link Mid,All: Infmrl Condoms Late,All: LOW Risk,All: Trns Condoms Late,Base Infectivity,Circumcision Reduced Acquire,Infmrl Condoms Late,Infmrl Form Rate,Infrml Condom Mid,Infrml Condom Rate,Infrml Dur Het,Male To Female Old,Male To Female Young,Max Infmrl F LOW,Max Infmrl F MED,Max Infmrl M LOW,Max Infmrl M MED,Max Mrtl F ME,Max Mrtl M ME,Max Trns F LOW,Max Trns F MED,Max Trns M LOW,Max Trns M MED,Mrtl Condom Max,Mrtl Condom Mid,Mrtl Condom Rate,Mrtl Form Rate,Pr Ex Infmrl Fem LOW,Pr Ex Infmrl Fem MED,Pr Ex Infmrl Male LOW,Pr Ex Infmrl Male MED,Pr Ex Trns Fem LOW,Pr Ex Trns Fem MED,Pr Ex Trns Male LOW,Pr Ex Trns Male MED,PreART Link Max,PreART Link Mid,PreART Link Min,Risk Assortivity,SeedYr HIGH,Sexual Debut Age Female Weibull Heterogeneity,Sexual Debut Age Female Weibull Scale,Sexual Debut Age Male Weibull Heterogeneity,Sexual Debut Age Male Weibull Scale,Trns Condom Late,Trns Condom Mid,Trns Condom Rate,Trns Form Rate,run_number
32,36,a3e55b9b-d703-e911-a2bd-c4346bcb1555,95.8182014,0.99680228,2006.07292,0.615885391,0.928711629,0.202141297,0.0013832,0.6,0.344103768,0.000885016,1998.63519,2.03967129,0.674134822,2.322928238,2.833587508,1.691760148,0.926311896,1.760396044,0.816209852,1.19870316,0.926005427,1.521543531,3.057708303,1.468433506,3.147785735,0.185789744,1995.884989,3.456013912,0.000108092,0.06440379,0.388513009,0.437335561,0.391756551,0.063854817,0.562893158,0.178329131,0.557397639,0.918852458,1998.005274,0.62112554,0.487960057,1991,0.055924517,16.41133608,0.063266062,15.98500715,0.602237384,2005.791869,1.691965267,0.001385361,22557
33,33,c20a8e38-cf02-e911-a2bd-c4346bcb1555,95.81757397,0.996893439,2005.956624,0.591959955,0.93834037,0.21919797,0.001602088,0.6,0.448701088,0.000859501,1998.524193,1.947633344,0.747852113,2.012551129,3.367058724,1.674082911,0.969247372,1.695605987,0.764287861,1.301112969,0.964337552,1.452441899,3.037846336,1.494687703,3.013618511,0.211058964,1995.05757,3.870207502,0.000106793,0.093983273,0.396833561,0.432009322,0.375523891,0.075807766,0.610467987,0.196216959,0.562918359,0.80339862,1998.100514,0.636715989,0.493613822,1991,0.085998603,16.39185256,0.066558239,16.53066236,0.615909371,2005.539952,2.121379799,0.001333115,20434
34,45,baf03b6a-b00a-e911-a2bd-c4346bcb1555,95.81736216,1,2006.188781,0.57586097,0.946019127,0.127396751,0.001566611,0.6,0.336481703,0.000955283,1998.263409,2.330152723,0.727550462,2.459066686,2.972132589,1.576836007,0.945939509,1.655094809,0.791916426,1.145334355,0.954275329,1.515257304,3.141942009,1.517661949,3.06943956,0.177644473,1993.546644,3.529894166,0.000113799,0.127309493,0.40859515,0.52924926,0.372418042,0.058131475,0.62659837,0.10184429,0.657526757,0.944738556,1998.290426,0.631697686,0.422595012,1991,0.043771621,16.6976668,0.041172057,16.3240739,0.645295818,2007.918535,1.974723377,0.001396479,10619
35,28,58702e40-35fd-e811-a2bd-c4346bcb1555,95.81719163,0.995713567,2005.747219,0.559996696,0.937019937,0.233187376,0.001493781,0.6,0.366147401,0.001155202,1999.490164,1.734781967,0.668279323,2.308164921,4.089893863,1.768234,0.949650228,1.741772617,0.685158988,1.2587958,0.927638722,1.425141416,3.125446036,1.536733009,2.511726518,0.264922362,1995.76859,3.793541628,0.000114651,0.05874339,0.378980463,0.439099746,0.40817187,0.095373701,0.539721792,0.208580781,0.596381944,0.855554113,1999.952853,0.676256952,0.485945576,1991,0.055658211,15.9895073,0.019075979,16.99432146,0.562898978,2006.925466,1.793508894,0.001226585,52883
36,48,32b2f1c8-770e-e911-a2bd-c4346bcb1555,95.81658556,0.987439044,2005.95227,0.599649686,0.948168431,0.142640092,0.001545206,0.6,0.325530949,0.000877303,1997.812939,2.27692964,0.700727615,2.635625932,3.097663262,1.603256291,0.941847995,1.672881405,0.744089925,1.103717079,1.000497699,1.527955597,3.189921621,1.539405064,2.922342896,0.188482074,1993.316872,3.48682721,0.000104534,0.132749865,0.385260732,0.534808347,0.379667458,0.056717296,0.654523632,0.078333936,0.689920436,0.970242992,1998.367201,0.648390752,0.455804846,1991,0.037757755,16.76137554,0.032369403,16.32001228,0.660615719,2007.206837,1.936288261,0.001410286,56875
37,40,0fa22b83-2804-e911-a2bd-c4346bcb1555,95.81625352,1,2006.214293,0.5739918,0.917577268,0.170457948,0.001328587,0.6,0.360252749,0.000636682,1997.592475,2.171601976,0.647902376,2.381762559,2.742933775,1.596692373,0.933518592,1.77558876,0.643451071,1.196091337,0.934737624,1.500190111,3.134737006,1.484184927,3.078924845,0.193125062,1994.638615,3.691890331,0.000113207,0.072614544,0.376826246,0.436602728,0.372044151,0.056469629,0.621043029,0.115848576,0.567959314,0.965195646,1997.1943,0.641530389,0.43514984,1991,0.065205625,16.59659164,0.039545386,16.58215411,0.623897091,2007.128854,1.68195323,0.001250489,9297
38,37,7ce704e4-e903-e911-a2bd-c4346bcb1555,95.81586662,1,2005.992522,0.656626923,0.927490688,0.19403751,0.001473387,0.6,0.371953707,0.000858845,1998.350432,2.020921208,0.681509759,2.242118714,2.568537808,1.631638218,0.935109838,1.769505701,0.842965995,1.175379603,0.932510828,1.532409326,3.00000314,1.463474461,3.116654556,0.180037377,1995.149614,3.667161881,0.000104049,0.069646921,0.399515578,0.415623819,0.383994839,0.05929635,0.57236712,0.15184052,0.565048899,0.906249451,1997.971669,0.645978805,0.443200199,1991,0.069966406,16.34170034,0.057739581,16.34659494,0.621124297,2006.583288,1.887019808,0.001396693,703
39,29,f94fffc9-49fd-e811-a2bd-c4346bcb1555,95.81532168,1,2005.761534,0.618208605,0.941262708,0.229230997,0.001578972,0.6,0.39716208,0.001063449,1999.314487,1.883123999,0.670520004,2.200912647,3.86493602,1.764925074,1.00574761,1.659433916,0.683161922,1.269376384,0.9,1.442468639,3.127761326,1.496173056,2.629429892,0.244701051,1995.790774,3.523955321,0.000112836,0.012217206,0.409158315,0.503341247,0.404509345,0.096216086,0.558940512,0.221891766,0.572822035,0.869974925,1999.067637,0.62023195,0.481519226,1991,0.045298116,16.14499214,0.041893083,17.14816529,0.578288599,2007.703894,1.888371772,0.00132331,26111
40,44,f0f8ec71-a10a-e911-a2bd-c4346bcb1555,95.8152505,1,2006.188781,0.57586097,0.946019127,0.127396751,0.001566611,0.6,0.336481703,0.000955283,1998.263409,2.330152723,0.727550462,2.459066686,2.972132589,1.576836007,0.945939509,1.655094809,0.791916426,1.145334355,0.954275329,1.515257304,3.141942009,1.517661949,3.06943956,0.177644473,1993.546644,3.529894166,0.000113799,0.127309493,0.40859515,0.52924926,0.372418042,0.058131475,0.62659837,0.10184429,0.657526757,0.944738556,1998.290426,0.631697686,0.422595012,1991,0.043771621,16.6976668,0.041172057,16.3240739,0.645295818,2007.918535,1.974723377,0.001396479,55042
41,36,363e170a-d503-e911-a2bd-c4346bcb1555,95.81327936,1,2006.190072,0.583302111,0.930108065,0.22062922,0.00140181,0.6,0.381694138,0.000858046,1997.619653,2.090735308,0.695821024,2.502786373,2.920067993,1.670920515,0.883447381,1.741644486,0.855024385,1.189695407,0.934833451,1.500154907,3.118447933,1.527683031,3.170371411,0.189098117,1995.829924,3.727510723,0.000101238,0.062921266,0.39840359,0.413809249,0.367189597,0.059635488,0.542772563,0.172948026,0.571230009,0.882480437,1997.462927,0.66311996,0.515763192,1991,0.074147858,16.50033137,0.067781727,16.11373329,0.592302795,2006.321488,1.90573607,0.001316914,46739
42,35,120bb108-6f03-e911-a2bd-c4346bcb1555,95.81309767,1,2006.03644,0.647755692,0.932835554,0.207255696,0.001509659,0.6,0.374656243,0.000802966,1997.940951,2.01715096,0.681916915,2.217496321,2.899857163,1.680390829,0.887963687,1.774940288,0.777226259,1.263137332,0.957095993,1.518657125,3.080570169,1.435305504,3.01549878,0.191145588,1995.251746,3.664119383,0.000108344,0.075263525,0.413318151,0.414424915,0.376999401,0.070334141,0.573543642,0.165664322,0.591747699,0.866164054,1998.282481,0.629759303,0.502562867,1991,0.062628879,16.48810159,0.044445908,16.59185276,0.605674416,2006.083812,2.00506268,0.001399348,62646
43,47,5b429d60-690e-e911-a2bd-c4346bcb1555,95.81202973,1,2006.281422,0.604759087,0.944723638,0.142942204,0.001616151,0.6,0.367940127,0.000825756,1998.036125,2.217367702,0.687058427,2.715303378,2.735524844,1.640189153,0.948823649,1.68298168,0.728169115,1.082617727,1.011109646,1.555922963,3.164032278,1.544460221,2.857661748,0.189657738,1993.004959,3.255159458,0.000103773,0.118482118,0.369282428,0.525757125,0.373909332,0.051552828,0.626072052,0.07668813,0.6760569,0.986571017,1998.876536,0.609155392,0.433283778,1991,0.032725322,16.78034588,0.030218355,16.44691704,0.626009569,2006.727068,2.074795547,0.001305125,6383
44,30,c95b3f4c-8ffd-e811-a2bd-c4346bcb1555,95.81181124,1,2005.936874,0.586304406,0.943844699,0.25724067,0.001559237,0.6,0.367208842,0.001051517,1999.327364,1.85139089,0.693876582,2.414094446,3.820820718,1.723634285,0.935893718,1.696153731,0.656768493,1.236154262,0.908245451,1.452773076,3.127371002,1.532694709,2.632840599,0.245963846,1994.796183,3.460334616,0.000112108,0.034476217,0.377565025,0.43122793,0.390660295,0.099121906,0.579212874,0.187971359,0.550299108,0.854345334,1998.62024,0.562506755,0.447916055,1991,0.052952681,16.32126889,0.051941181,16.53986974,0.573719131,2006.114569,1.792831247,0.001241916,47566
45,44,0d948ce4-a10a-e911-a2bd-c4346bcb1555,95.81171238,1,2005.996043,0.647532012,0.942116621,0.101446619,0.001490754,0.6,0.353004571,0.000891209,1998.724479,2.235632374,0.748172805,2.600881434,3.181198815,1.60540972,0.937501916,1.665721076,0.811215369,1.179540639,0.957728394,1.499790902,2.94429931,1.548058744,3.161074546,0.175682219,1993.850145,3.337681977,0.000114706,0.110917727,0.382143318,0.535786603,0.354781248,0.059580771,0.653584083,0.087334972,0.629719923,0.956410167,1998.11172,0.695333933,0.344111203,1991,0.065290182,16.60429839,0.044254438,16.15514467,0.618392073,2008.066981,2.105612553,0.001313435,21800
46,40,4ffd1801-2604-e911-a2bd-c4346bcb1555,95.81141185,1,2006.193042,0.601642178,0.915891447,0.176909187,0.001407352,0.6,0.369498688,0.000604878,1997.122358,2.090184264,0.656293745,2.312928313,2.671417226,1.586046749,0.8952056,1.806984745,0.710874577,1.166754548,0.915498072,1.543134114,3.112581377,1.518518038,3.043129534,0.187256436,1994.544909,3.601216906,0.000106993,0.054886516,0.390727673,0.474738617,0.384600741,0.057197787,0.599314389,0.134765432,0.56305172,0.91849762,1996.747169,0.649174515,0.419797673,1991,0.073003259,16.45223328,0.035014286,16.46609134,0.637303952,2007.142747,1.733262698,0.001240615,61159
47,37,7d69df6c-ea03-e911-a2bd-c4346bcb1555,95.81125547,1,2005.885828,0.606226935,0.928334347,0.202380353,0.001381585,0.6,0.334425352,0.000825286,1997.845831,2.001196841,0.69998946,2.530520056,2.738544995,1.68786828,0.926058096,1.767102431,0.759852465,1.147027416,0.90512449,1.559488088,3.122413751,1.46977087,3.214555259,0.177249155,1994.898816,3.659548642,0.00010659,0.100334782,0.422933592,0.435681283,0.378845134,0.050624747,0.542518275,0.161550953,0.588444871,0.905578639,1997.449615,0.628440414,0.487504642,1991,0.076281928,16.50333823,0.057143568,16.2279908,0.589866284,2005.897093,1.711437093,0.001309416,16237
48,43,5ad251d1-8c0a-e911-a2bd-c4346bcb1555,95.81075071,0.993561757,2006.182886,0.543910738,0.928887575,0.155877407,0.001354124,0.6,0.355652813,0.000691958,1998.826879,2.107170675,0.745456484,2.489892632,2.747862769,1.596570812,1.007821395,1.704961933,0.764144665,1.167045458,0.9,1.447752772,3.057394694,1.559392167,3.036863795,0.169017613,1994.428547,3.409208644,0.000104891,0.097902938,0.3939911,0.531450236,0.37025343,0.051286425,0.612391211,0.135049326,0.60072565,1,1997.272462,0.644508982,0.402379793,1991,0.070798668,16.59426186,0.040898722,15.97035484,0.608603764,2007.566611,1.839380177,0.001404081,1212
49,38,edc6a27f-fc03-e911-a2bd-c4346bcb1555,95.81072995,1,2006.277573,0.637383983,0.902927176,0.222283219,0.00135044,0.6,0.340130847,0.000818248,1997.746341,2.141286442,0.721599309,2.515390674,2.851409772,1.655700314,0.768145846,1.719286652,0.819404458,1.209531263,0.936147546,1.517742536,3.105172739,1.461704377,3.088363392,0.205078767,1994.828203,3.562844643,0.000104759,0.050938792,0.393146367,0.440684879,0.382996535,0.071390328,0.533406681,0.15751975,0.619975742,0.971555545,1997.835012,0.673428194,0.475144424,1991,0.072906614,16.17104225,0.069702705,16.17240584,0.574019442,2005.414631,1.774670292,0.00121111,28489
50,45,3ea06210-b30a-e911-a2bd-c4346bcb1555,95.81059549,1,2005.800197,0.568391883,0.953295782,0.149687049,0.00159339,0.6,0.33786138,0.00097819,1997.810035,2.362726641,0.716001515,2.290788893,3.329347348,1.571760508,0.94674748,1.686063457,0.793837041,1.182052731,1.000300784,1.511106174,3.246044868,1.504412731,3.074111824,0.172059221,1993.731329,3.244709173,0.000111381,0.137182976,0.404110299,0.519916334,0.37694922,0.068548271,0.661710296,0.111625126,0.649598066,0.924487619,1997.730944,0.620658452,0.411727223,1991,0.055487299,16.57907949,0.045837836,16.16964803,0.69292326,2008.441653,1.951159811,0.001437144,46171
51,33,15fcdfd6-d002-e911-a2bd-c4346bcb1555,95.8099659,0.97233373,2006.084634,0.623998278,0.91951607,0.235356444,0.001322861,0.6,0.438431583,0.000855764,1998.005629,1.908102329,0.687801365,2.090012006,3.706103359,1.686743108,0.920377313,1.708106372,0.844253889,1.244169208,0.9,1.488899474,3.021574411,1.475887457,2.907230515,0.21083888,1994.787566,3.925590809,0.00011129,0.089849146,0.387695392,0.443829964,0.370484224,0.076820488,0.566085105,0.184077657,0.582075237,0.813364863,1998.491096,0.642336657,0.472699831,1991,0.06379827,16.61658768,0.047611034,16.43982089,0.646923437,2005.800017,1.781090107,0.001463168,45330
52,40,f6ab58f2-2804-e911-a2bd-c4346bcb1555,95.80973256,0.994912012,2006.085822,0.579646084,0.918148172,0.181296672,0.001463555,0.6,0.335236025,0.000647337,1996.441458,2.12372388,0.63079984,2.452406298,2.531676127,1.561694241,0.924098124,1.855714503,0.724954053,1.181313101,0.923655267,1.535913863,3.147415371,1.544410477,3.028410093,0.193445551,1994.710416,3.556030366,0.000108102,0.042437009,0.389383574,0.470848322,0.400098213,0.037562398,0.587205895,0.138568752,0.566675501,0.92478069,1996.728742,0.629490651,0.425099611,1991,0.065679408,16.3142943,0.03777926,16.81675078,0.621265892,2008.152457,1.703328245,0.001151798,57180
53,34,c5765442-0c03-e911-a2bd-c4346bcb1555,95.80954188,1,2006.248851,0.655164208,0.922380057,0.224769918,0.001363423,0.6,0.423191454,0.000831718,1998.433767,2.034164521,0.66776618,2.242053845,2.475332079,1.674543764,0.862017678,1.754624801,0.815054949,1.270806488,0.956328538,1.499226034,2.980859694,1.424028922,3.031012396,0.185791268,1995.252353,3.579810823,0.000103683,0.090253885,0.413163078,0.413075544,0.369301727,0.070608611,0.594778428,0.171270878,0.60357608,0.872925122,1998.78514,0.676065232,0.550828419,1991,0.050683851,16.57367361,0.049074199,16.61340637,0.581879287,2006.405846,2.007531609,0.001468437,17053
54,34,adef0c6d-1603-e911-a2bd-c4346bcb1555,95.80870486,0.983542461,2005.934314,0.626041463,0.93835049,0.209797236,0.001534615,0.6,0.339308392,0.000878994,1998.4253,1.95939093,0.667013879,2.244393458,2.684005358,1.669557704,0.891861925,1.760283012,0.830218882,1.245479494,0.943323929,1.524203582,3.018521726,1.443754157,3.004484845,0.18933511,1995.390107,3.505747451,0.000106988,0.094937464,0.388662531,0.444936386,0.383287507,0.066984146,0.555434237,0.153995572,0.631708584,0.88477581,1998.414259,0.619563516,0.475531519,1991,0.06830344,16.6206389,0.040835726,16.60578033,0.61075059,2005.355117,2.08432108,0.001425998,45388
55,35,a2fef029-7203-e911-a2bd-c4346bcb1555,95.80840795,1,2006.035922,0.611642024,0.938765349,0.222805085,0.001580868,0.6,0.355861264,0.000760104,1997.885174,2.108731922,0.692254036,2.222899657,2.892118558,1.653932464,0.824192516,1.773048147,0.838644439,1.26690756,0.968128147,1.541825025,2.915733286,1.448404722,3.018288564,0.201202627,1994.953908,3.601377832,0.000109759,0.040859402,0.41629812,0.415038042,0.360410309,0.06347681,0.532215974,0.154970843,0.643555757,0.860204102,1998.539695,0.666543648,0.484316723,1991,0.062132072,16.51183571,0.050706125,16.70925225,0.587643602,2006.969385,2.045290851,0.001422043,52550
56,34,6c3b1ed2-1103-e911-a2bd-c4346bcb1555,95.80818246,0.986282552,2006.178528,0.664010864,0.934095039,0.188418767,0.001488962,0.6,0.40763933,0.000799253,1998.668859,1.894449904,0.696444399,2.194225929,2.597710517,1.685761392,0.921923579,1.828085763,0.825461697,1.299655538,0.981164653,1.546822167,3.035032999,1.445513822,3.102811167,0.195292786,1995.149375,3.628626093,0.00011307,0.085935272,0.414533261,0.424546055,0.394041443,0.080727973,0.552425819,0.162704294,0.564900538,0.867979443,1998.153718,0.617928665,0.478965172,1991,0.071524317,16.61123183,0.045995222,16.53342742,0.639546652,2006.641508,1.895128888,0.001476668,47332
57,31,693c775d-f801-e911-a2bd-c4346bcb1555,95.80808753,1,2005.887636,0.578163614,0.945522957,0.229903906,0.001541568,0.6,0.389993029,0.000994309,2000.309639,1.850247118,0.702185467,2.18277747,3.732994175,1.740778898,0.845558883,1.735267491,0.689025513,1.299563025,0.920935996,1.494832162,3.063070537,1.456235539,2.746248044,0.212440205,1994.99845,3.546925786,0.000108753,0.081014777,0.381058255,0.454049133,0.368220084,0.081759032,0.603842292,0.203940952,0.609250344,0.850583666,1998.318074,0.547524395,0.463069521,1991,0.05117376,16.33579943,0.048359829,16.91312875,0.573213609,2006.594268,1.816142067,0.001296122,1679
58,37,fb821f19-ea03-e911-a2bd-c4346bcb1555,95.8073065,1,2006.103483,0.640050168,0.923717293,0.207912113,0.001441542,0.6,0.395706225,0.000765168,1997.764491,2.09789329,0.679519572,2.404433855,2.314086669,1.612868586,0.889753214,1.691680872,0.829528659,1.182517325,0.906883647,1.528427519,3.1228157,1.439730366,3.142631379,0.190578165,1994.962146,3.804909156,0.000106518,0.093453824,0.416136388,0.397209952,0.374300394,0.052681003,0.565556495,0.177998815,0.550477103,0.866420359,1997.751279,0.634845943,0.517447732,1991,0.06707867,16.54611204,0.050421193,16.5616301,0.605144226,2006.427423,1.968944994,0.001332763,63725
59,44,7c07fc83-a20a-e911-a2bd-c4346bcb1555,95.80729581,0.970555882,2005.81909,0.615304215,0.942778937,0.149660244,0.001572376,0.6,0.354392905,0.000860053,1999.495323,2.370367382,0.710638345,2.504622752,3.345644903,1.61070341,0.906582213,1.677933283,0.699128227,1.088608265,0.956046563,1.475053556,2.975888714,1.533998821,3.262960461,0.178989815,1993.928676,3.294823448,0.00010867,0.099519515,0.385114559,0.500650514,0.332255111,0.039123021,0.671875482,0.103193189,0.620779416,0.971639881,1998.140189,0.656637542,0.409652028,1991,0.061797237,16.70302737,0.037091493,16.14094264,0.653698668,2008.053511,1.946043174,0.001312122,44805
60,48,33b2f1c8-770e-e911-a2bd-c4346bcb1555,95.80708872,0.987439044,2005.95227,0.599649686,0.948168431,0.142640092,0.001545206,0.6,0.325530949,0.000877303,1997.812939,2.27692964,0.700727615,2.635625932,3.097663262,1.603256291,0.941847995,1.672881405,0.744089925,1.103717079,1.000497699,1.527955597,3.189921621,1.539405064,2.922342896,0.188482074,1993.316872,3.48682721,0.000104534,0.132749865,0.385260732,0.534808347,0.379667458,0.056717296,0.654523632,0.078333936,0.689920436,0.970242992,1998.367201,0.648390752,0.455804846,1991,0.037757755,16.76137554,0.032369403,16.32001228,0.660615719,2007.206837,1.936288261,0.001410286,40031
61,30,dfcafbd6-8efd-e811-a2bd-c4346bcb1555,95.80684252,1,2006.190098,0.571142431,0.939071413,0.231122121,0.00146695,0.6,0.371631402,0.000943099,1999.690872,1.61995618,0.685055184,2.256507999,4.030745045,1.771330438,0.90151099,1.704627395,0.671992914,1.26724332,0.944088981,1.432186332,3.091159795,1.488605711,2.659331079,0.245817511,1996.388376,3.417437075,0.000109125,0.038371047,0.374649231,0.476049127,0.377819741,0.105861606,0.617914597,0.188558392,0.554696003,0.814191155,1999.460489,0.639496084,0.501861164,1991,0.048107676,15.99347801,0.038195611,16.80854727,0.55602748,2006.702403,1.622934362,0.001314739,11008
62,37,a60685e9-e803-e911-a2bd-c4346bcb1555,95.80639874,1,2005.905224,0.643354366,0.926591853,0.19453605,0.001458132,0.6,0.375555132,0.000828209,1998.161088,2.036445329,0.707715079,2.398453588,2.34146652,1.705239372,0.907560095,1.760082831,0.737514737,1.190021094,0.9,1.536829768,3.126241632,1.42973913,3.13055925,0.180972451,1995.306819,3.591232998,0.000110043,0.083403235,0.376529098,0.409207596,0.379365633,0.064480309,0.581905465,0.173116199,0.583484654,0.936898357,1997.482178,0.602995207,0.484259257,1991,0.067974894,16.39843596,0.058192428,16.36726927,0.593114717,2005.399834,1.909217154,0.001288916,60272
63,31,2be2ea38-f901-e911-a2bd-c4346bcb1555,95.80596062,1,2006.029644,0.577959327,0.939241252,0.225344293,0.001642142,0.6,0.429907136,0.000981616,1999.364772,1.778035731,0.73849866,2.167102942,3.816317277,1.724760553,0.84640237,1.728704033,0.784875761,1.3321272,0.905527979,1.46841388,3.123077994,1.458911343,2.698481387,0.220360997,1994.677292,3.760005489,0.000113646,0.070063334,0.390994341,0.445169024,0.353109562,0.087199876,0.569667396,0.203930695,0.545772312,0.886792594,1998.27293,0.614598697,0.486859883,1991,0.062077862,16.44634825,0.040150823,16.54215381,0.596808884,2006.605085,1.913747641,0.001266105,59948
64,31,6aa2862c-f901-e911-a2bd-c4346bcb1555,95.80589975,1,2005.603525,0.577730987,0.935679672,0.245510797,0.001571023,0.6,0.431402928,0.00100363,1999.69536,1.9249829,0.68785518,2.081458297,4.047249726,1.758809739,0.848106409,1.694093601,0.688580411,1.275606574,0.911781937,1.506372961,3.077841882,1.412576073,2.726051196,0.231207069,1994.437881,3.674637151,0.000114166,0.070358484,0.390795989,0.474966086,0.373094628,0.088446832,0.575321472,0.225360057,0.597871595,0.78824762,1998.875078,0.625693558,0.482218318,1991,0.05859248,16.3082488,0.043185868,16.71632304,0.568348272,2007.382104,1.892984448,0.00121322,6636
